sample_idx,time_s,ao_v,ipg_est_mv,source_signal_uv
0,0.000000,0.14584479,0.145845,14.584479
1,0.001953,0.18089649,0.180896,18.089649
2,0.003906,0.09419908,0.094199,9.419908
3,0.005859,0.09513811,0.095138,9.513811
4,0.007812,0.08329204,0.083292,8.329204
5,0.009766,0.09473621,0.094736,9.473621
6,0.011719,0.08804429,0.088044,8.804429
7,0.013672,0.05378842,0.053788,5.378842
8,0.015625,0.05924493,0.059245,5.924493
9,0.017578,0.07631986,0.076320,7.631986
10,0.019531,0.09616536,0.096165,9.616536
11,0.021484,0.11502043,0.115020,11.502043
12,0.023438,0.15068875,0.150689,15.068875
13,0.025391,0.14415358,0.144154,14.415358
14,0.027344,0.16231052,0.162311,16.231052
15,0.029297,0.21122010,0.211220,21.122010
16,0.031250,0.21555230,0.215552,21.555230
17,0.033203,0.21138684,0.211387,21.138684
18,0.035156,0.20409264,0.204093,20.409264
19,0.037109,0.20323048,0.203230,20.323048
20,0.039062,0.19223391,0.192234,19.223391
21,0.041016,0.17048323,0.170483,17.048323
22,0.042969,0.17825578,0.178256,17.825578
23,0.044922,0.16637388,0.166374,16.637388
24,0.046875,0.13273489,0.132735,13.273489
25,0.048828,0.11165904,0.111659,11.165904
26,0.050781,0.12254870,0.122549,12.254870
27,0.052734,0.13761796,0.137618,13.761796
28,0.054688,0.18032155,0.180322,18.032155
29,0.056641,0.17903545,0.179035,17.903545
30,0.058594,0.16614747,0.166147,16.614747
31,0.060547,0.19886569,0.198866,19.886569
32,0.062500,0.24393736,0.243937,24.393736
33,0.064453,0.20740667,0.207407,20.740667
34,0.066406,0.21199991,0.212000,21.199991
35,0.068359,0.22731537,0.227315,22.731537
36,0.070312,0.24158459,0.241585,24.158459
37,0.072266,0.25028882,0.250289,25.028882
38,0.074219,0.20857300,0.208573,20.857300
39,0.076172,0.20713319,0.207133,20.713319
40,0.078125,0.21888113,0.218881,21.888113
41,0.080078,0.24818234,0.248182,24.818234
42,0.082031,0.19827492,0.198275,19.827492
43,0.083984,0.20628076,0.206281,20.628076
44,0.085938,0.25248275,0.252483,25.248275
45,0.087891,0.27496785,0.274968,27.496785
46,0.089844,0.28166172,0.281662,28.166172
47,0.091797,0.26231710,0.262317,26.231710
48,0.093750,0.26703095,0.267031,26.703095
49,0.095703,0.26080855,0.260809,26.080855
50,0.097656,0.24751050,0.247510,24.751050
51,0.099609,0.26593690,0.265937,26.593690
52,0.101562,0.26151806,0.261518,26.151806
53,0.103516,0.25748830,0.257488,25.748830
54,0.105469,0.27621247,0.276212,27.621247
55,0.107422,0.24166234,0.241662,24.166234
56,0.109375,0.25500793,0.255008,25.500793
57,0.111328,0.27284674,0.272847,27.284674
58,0.113281,0.27792949,0.277929,27.792949
59,0.115234,0.27478841,0.274788,27.478841
60,0.117188,0.23899564,0.238996,23.899564
61,0.119141,0.25003096,0.250031,25.003096
62,0.121094,0.25675842,0.256758,25.675842
63,0.123047,0.24582552,0.245826,24.582552
64,0.125000,0.25637753,0.256378,25.637753
65,0.126953,0.22289834,0.222898,22.289834
66,0.128906,0.27351284,0.273513,27.351284
67,0.130859,0.30832248,0.308322,30.832248
68,0.132812,0.29141151,0.291412,29.141151
69,0.134766,0.30944101,0.309441,30.944101
70,0.136719,0.34736271,0.347363,34.736271
71,0.138672,0.28933719,0.289337,28.933719
72,0.140625,0.27992681,0.279927,27.992681
73,0.142578,0.26740435,0.267404,26.740435
74,0.144531,0.27457132,0.274571,27.457132
75,0.146484,0.26911587,0.269116,26.911587
76,0.148438,0.25204944,0.252049,25.204944
77,0.150391,0.23775145,0.237751,23.775145
78,0.152344,0.25002314,0.250023,25.002314
79,0.154297,0.23039508,0.230395,23.039508
80,0.156250,0.20999572,0.209996,20.999572
81,0.158203,0.24036407,0.240364,24.036407
82,0.160156,0.22579646,0.225796,22.579646
83,0.162109,0.27035286,0.270353,27.035286
84,0.164062,0.29481612,0.294816,29.481612
85,0.166016,0.28218426,0.282184,28.218426
86,0.167969,0.28663640,0.286636,28.663640
87,0.169922,0.29544825,0.295448,29.544825
88,0.171875,0.33495743,0.334957,33.495743
89,0.173828,0.36614991,0.366150,36.614991
90,0.175781,0.31948999,0.319490,31.948999
91,0.177734,0.33642897,0.336429,33.642897
92,0.179688,0.32755037,0.327550,32.755037
93,0.181641,0.31292713,0.312927,31.292713
94,0.183594,0.33359739,0.333597,33.359739
95,0.185547,0.32034374,0.320344,32.034374
96,0.187500,0.33712883,0.337129,33.712883
97,0.189453,0.31371997,0.313720,31.371997
98,0.191406,0.29460516,0.294605,29.460516
99,0.193359,0.32248312,0.322483,32.248312
100,0.195312,0.31073442,0.310734,31.073442
101,0.197266,0.23179696,0.231797,23.179696
102,0.199219,0.22012639,0.220126,22.012639
103,0.201172,0.27234651,0.272347,27.234651
104,0.203125,0.29511451,0.295115,29.511451
105,0.205078,0.28449231,0.284492,28.449231
106,0.207031,0.27062541,0.270625,27.062541
107,0.208984,0.29803103,0.298031,29.803103
108,0.210938,0.30305870,0.303059,30.305870
109,0.212891,0.30272219,0.302722,30.272219
110,0.214844,0.31369681,0.313697,31.369681
111,0.216797,0.32248013,0.322480,32.248013
112,0.218750,0.29979362,0.299794,29.979362
113,0.220703,0.33030206,0.330302,33.030206
114,0.222656,0.29045798,0.290458,29.045798
115,0.224609,0.25138080,0.251381,25.138080
116,0.226562,0.23474300,0.234743,23.474300
117,0.228516,0.25703399,0.257034,25.703399
118,0.230469,0.27961493,0.279615,27.961493
119,0.232422,0.28162489,0.281625,28.162489
120,0.234375,0.34028813,0.340288,34.028813
121,0.236328,0.31512609,0.315126,31.512609
122,0.238281,0.28883241,0.288832,28.883241
123,0.240234,0.26975423,0.269754,26.975423
124,0.242188,0.26996296,0.269963,26.996296
125,0.244141,0.32500749,0.325007,32.500749
126,0.246094,0.33642257,0.336423,33.642257
127,0.248047,0.30544518,0.305445,30.544518
128,0.250000,0.34865725,0.348657,34.865725
129,0.251953,0.36527827,0.365278,36.527827
130,0.253906,0.34588664,0.345887,34.588664
131,0.255859,0.33774970,0.337750,33.774970
132,0.257812,0.31929711,0.319297,31.929711
133,0.259766,0.30530919,0.305309,30.530919
134,0.261719,0.29840180,0.298402,29.840180
135,0.263672,0.27363721,0.273637,27.363721
136,0.265625,0.27108317,0.271083,27.108317
137,0.267578,0.25866008,0.258660,25.866008
138,0.269531,0.26807466,0.268075,26.807466
139,0.271484,0.28991884,0.289919,28.991884
140,0.273438,0.30869896,0.308699,30.869896
141,0.275391,0.31532503,0.315325,31.532503
142,0.277344,0.32554029,0.325540,32.554029
143,0.279297,0.31817874,0.318179,31.817874
144,0.281250,0.33692128,0.336921,33.692128
145,0.283203,0.35971645,0.359716,35.971645
146,0.285156,0.38763644,0.387636,38.763644
147,0.287109,0.41622108,0.416221,41.622108
148,0.289062,0.44300249,0.443002,44.300249
149,0.291016,0.39646524,0.396465,39.646524
150,0.292969,0.34443718,0.344437,34.443718
151,0.294922,0.34552639,0.345526,34.552639
152,0.296875,0.30447517,0.304475,30.447517
153,0.298828,0.29032882,0.290329,29.032882
154,0.300781,0.30941756,0.309418,30.941756
155,0.302734,0.32272125,0.322721,32.272125
156,0.304688,0.29363165,0.293632,29.363165
157,0.306641,0.31322263,0.313223,31.322263
158,0.308594,0.25722838,0.257228,25.722838
159,0.310547,0.29242912,0.292429,29.242912
160,0.312500,0.30126167,0.301262,30.126167
161,0.314453,0.31533251,0.315333,31.533251
162,0.316406,0.34404685,0.344047,34.404685
163,0.318359,0.37057339,0.370573,37.057339
164,0.320312,0.39799897,0.397999,39.799897
165,0.322266,0.39791560,0.397916,39.791560
166,0.324219,0.38214469,0.382145,38.214469
167,0.326172,0.37607399,0.376074,37.607399
168,0.328125,0.39013666,0.390137,39.013666
169,0.330078,0.37392475,0.373925,37.392475
170,0.332031,0.33347479,0.333475,33.347479
171,0.333984,0.31094938,0.310949,31.094938
